4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
36 4.593488059702963	5 4.313865229046708	6 4.296561883020036	25 4.284457050376173	27 4.284457050376173	57 4.284457050376173	16 4.2471670307417	4 4.175507608852629	15 4.1701842689144275	35 4.116490263991824	32 4.110196517789137	42 4.090333774274907	26 4.048431377940246	21 3.832134884527745	38 3.832134884527745	22 3.704921824263704	24 3.4982445327638363	34 3.0295686340235055	7 2.8069657646994073	0 2.7097285632710966	
35 7.163663077573993	42 7.136564071063989	25 6.910864364219463	27 6.910864364219463	29 6.910864364219463	57 6.910864364219463	41 6.910864364219462	5 6.907368681935636	4 6.889366768809728	36 6.776660047874621	15 6.746662521348388	38 6.1812650006702325	24 5.902422985456556	34 5.336577442773089	7 4.609768683964205	0 4.370814398284991	39 4.370814398284991	3 4.24491031629481	22 3.0906325003351163	6 1.0	
36 3.4700526439829926	16 3.370626003596059	42 3.363082946785076	35 3.3263793261550187	32 3.2788666954434196	22 3.1925564431877267	25 3.1387732289727026	27 3.1387732289727026	29 3.1387732289727026	33 3.1387732289727026	41 3.1387732289727026	57 3.1387732289727026	4 3.1163986200148694	15 3.0820944263886587	26 3.0603530417126517	31 2.914450025724758	21 2.8074041223757904	38 2.8074041223757904	24 2.5627976097636904	34 2.2194478348133937	
36 2.7774511594660667	27 2.632455532033676	29 2.632455532033676	41 2.632455532033676	57 2.632455532033676	15 2.562244064820243	6 2.5538569913685603	5 2.5311690351499436	16 2.4973665961010276	26 2.487436669713333	4 2.481902877164071	35 2.394791266371829	21 2.3545398069490697	38 2.3545398069490697	42 2.3545398069490697	32 2.285611462635834	39 2.2649110640673515	24 2.1493909413497745	22 2.071697094474451	23 1.8614271578730528	
36 3.4993303313649244	16 3.3222548161449916	6 3.316558962338244	32 3.3047902649332173	42 3.281323077601039	35 3.261608329407081	22 3.2059091230503722	27 3.1686307288273707	29 3.1686307288273707	33 3.1686307288273707	41 3.1686307288273707	57 3.1686307288273707	4 3.144548540836886	15 3.111155582735673	26 3.0885657272075084	21 2.834109482101081	38 2.834109482101081	31 2.7916602529003787	24 2.5871761563100772	34 2.240560275429906	
26 4.7090831856935536	36 4.654857685041982	6 4.653814351978102	35 4.643154947454264	32 4.632176650822586	16 4.629930599021548	25 4.5470420338052815	27 4.5470420338052815	29 4.5470420338052815	33 4.5470420338052815	41 4.547042033805281	15 4.546461208671197	42 4.51421162915496	34 4.4052454703140365	24 4.399691795100522	5 4.372089806433211	38 4.066998033655001	31 4.056902487704686	0 3.475801888669806	23 3.2152442564439845	
25 1.0	27 1.0	29 1.0	33 1.0	41 1.0	45 1.0	51 1.0	56 1.0	57 1.0	36 0.9805806756909202	15 0.9733285267845753	6 0.9701425001453319	5 0.9615239476408232	16 0.9486832980505138	26 0.944911182523068	4 0.9428090415820635	35 0.909717652294684	21 0.8944271909999159	38 0.8944271909999159	42 0.8944271909999159	
35 5.944512223146048	16 5.931725104900494	36 5.928550199016859	42 5.863776632464982	4 5.827444575517018	25 5.645958630420271	27 5.645958630420271	29 5.645958630420271	33 5.645958630420271	41 5.645958630420271	57 5.645958630420271	26 5.630227167356848	5 5.622981603009926	32 5.3124320185686775	38 5.049898918308534	22 4.313803841154098	7 3.686687649598137	0 3.5708177694425753	39 3.5708177694425753	3 3.234916398191679	
36 3.6540420026571505	6 3.4590490193594627	16 3.458146105809911	42 3.402943004220175	4 3.3346607769623575	25 3.3264062950072937	27 3.3264062950072937	29 3.3264062950072937	33 3.3264062950072937	41 3.3264062950072937	57 3.3264062950072937	22 3.276468501283737	15 3.237686138606387	5 3.198419312232698	32 3.1452103752440497	21 3.093646839221703	24 2.824100264660475	34 2.5393606958793784	23 2.3521244481812764	7 2.25383490318986	
36 4.308858925058138	5 4.227072402293123	25 4.194191148037976	29 4.194191148037976	33 4.194191148037976	41 4.194191148037976	57 4.194191148037976	6 4.160895977864096	16 4.098824916346283	15 4.082325891172709	4 4.016733419059692	42 3.9209144829615212	21 3.8698172077102106	32 3.8592357643769972	38 3.7513986070563186	24 3.532643630140896	0 3.2526393939832916	34 3.152977250068345	22 2.7701264945280752	31 2.640361443118675	
25 6.462280379470551	27 6.462280379470551	29 6.462280379470551	41 6.462280379470551	15 6.289921841418938	6 6.269332843979685	16 6.1306574633232485	21 5.969963968075513	35 5.911045783905777	32 5.79012670980798	38 5.780039287263715	42 5.780039287263715	24 5.449806554680017	34 4.8698195658752805	23 4.763779450723854	39 4.6871049755488325	7 3.867082080154114	31 3.867082080154114	3 3.482766148251259	22 3.0654312474932635	
15 1.9817798382428649	36 1.9812889706674097	32 1.909078819608232	6 1.8951192258939311	4 1.8934504251220607	16 1.8885552113983517	35 1.8448890085700032	25 1.8416407864998736	27 1.8416407864998736	29 1.8416407864998736	33 1.8416407864998736	41 1.8416407864998736	57 1.8416407864998736	26 1.8346780916066154	5 1.770781719171709	31 1.706370873043208	21 1.6472135954999576	38 1.6472135954999576	24 1.5036934054741953	7 1.4481719832960467	
36 4.839961170890841	27 4.735811291080755	29 4.735811291080755	33 4.735811291080755	41 4.735811291080755	57 4.735811291080755	16 4.689347398823435	15 4.609500227077389	4 4.588243502043603	26 4.573763179110596	42 4.5138194950015755	38 4.235838390187044	32 4.198791698171627	24 4.0802971359509215	34 3.718557671101748	23 3.542981450814473	31 3.0930939869057483	22 3.0123463860934376	0 2.995190049711568	39 2.995190049711568	
16 3.4591119741939274	6 3.456511827267157	36 3.44467287352035	42 3.4103532436148014	35 3.392844299067181	5 3.3796810510559894	25 3.3128908400047985	27 3.3128908400047985	29 3.3128908400047985	33 3.3128908400047985	57 3.3128908400047985	26 3.1303876011987746	4 3.1234234377309207	32 3.07192744721715	21 2.9631396481148435	38 2.9631396481148435	24 2.7049640438507008	39 2.695256138784726	31 2.4900486874622416	22 2.3759970150573375	
36 6.615838860245864	6 6.399892594017724	26 6.370474687632366	25 6.34685828943582	27 6.34685828943582	29 6.34685828943582	33 6.34685828943582	41 6.34685828943582	57 6.34685828943582	16 6.337386220298054	21 6.2810138386854515	35 6.274127534246337	42 6.12401622699457	38 5.676802631494612	31 5.310861349596673	23 4.857575312022979	22 4.627255697747137	0 4.0141056361874785	39 4.0141056361874785	46 2.0	
36 6.1427835482307405	6 6.11532667959873	25 6.064434636041054	27 6.064434636041054	57 6.064434636041054	16 6.055667862537596	4 5.916098652996924	15 5.9026872300791915	42 5.85191000216916	5 5.831099131455932	21 5.542613837170689	32 5.522484705289022	38 5.424195236516796	24 5.059691043597755	34 4.475439102905304	39 4.4354852342207955	23 4.288202855207201	7 3.8346363029345256	22 3.6065248092583135	3 3.511608615732584	
22 2.387924860491289	18 2.0	46 2.0	36 1.705781188503947	21 1.5143687229997518	15 1.4660556339935402	39 1.4472135954999577	4 1.4296181273332773	26 1.3993980304044698	24 1.382423183278761	25 1.3395623132202235	27 1.3395623132202235	29 1.3395623132202235	33 1.3395623132202235	41 1.3395623132202235	57 1.3395623132202235	6 1.2995663316479316	5 1.288021243518382	35 1.2722291094270275	16 1.2708203932499367	
36 3.6855659756882635	25 3.579669127533634	33 3.579669127533634	41 3.579669127533634	57 3.579669127533634	4 3.5320792595745636	15 3.511230981800332	26 3.476960506591432	6 3.4727891570785383	5 3.441937590754121	32 3.418110007528745	16 3.3959723138382127	35 3.2564881946916575	21 3.2017534024490275	38 3.2017534024490275	42 3.2017534024490275	24 2.9227876034837483	39 2.8639815425588084	23 2.5312083144831643	34 2.5312083144831643	
25 4.581138830084189	41 4.581138830084189	57 4.581138830084189	4 4.554841370141566	21 4.5447087308728005	6 4.521053977015473	26 4.51775154574181	36 4.492176209437867	15 4.458953108481458	5 4.4048746925932125	35 4.363218491069441	42 4.238916491610151	24 4.148732481982847	38 4.097495135372842	32 3.9775423723406664	34 3.9464611134960847	39 3.4973665961010276	23 3.2393543323095373	31 2.8274959225792093	7 2.644921736744154	
16 5.391422871643457	42 5.324813797149281	36 5.238782153434071	15 5.21475103702635	25 5.142530485564391	27 5.142530485564391	29 5.142530485564391	41 5.142530485564391	57 5.142530485564391	4 5.111133422843183	5 5.0128161377127505	26 4.991492748451339	21 4.633522272015831	31 4.50499833418667	24 4.229807781809433	23 3.811729782662536	34 3.6899238055430192	7 3.6403874892319816	0 3.2524218542470242	39 3.2524218542470242	
35 2.2719587543343107	16 2.2548605577285183	6 2.188865185365618	15 2.006121448047352	31 1.9292972076207349	25 1.8944271909999157	27 1.8944271909999157	29 1.8944271909999157	33 1.8944271909999157	41 1.8944271909999157	36 1.8576386949979495	5 1.8215371112083547	26 1.7900654372515845	4 1.7860830842936313	21 1.6944271909999156	38 1.6944271909999156	32 1.6448234168397802	24 1.5467933242679477	23 1.3395623132202235	34 1.3395623132202235	
42 3.4699134090589685	16 3.3710650639019706	6 3.2891529972330305	36 3.237172828086818	22 3.0863469059531545	4 3.0559723875573046	5 2.98390879804725	21 2.945115989104525	32 2.928069915730684	25 2.901281483857405	27 2.901281483857405	29 2.901281483857405	33 2.901281483857405	41 2.901281483857405	57 2.901281483857405	26 2.8894106450767256	15 2.823900032470294	24 2.6885107695028125	38 2.5949850479066465	7 2.008388979033283	
36 6.5626330105897654	16 6.560112042011059	4 6.550581178052242	25 6.492598756309075	33 6.492598756309075	57 6.492598756309075	41 6.492598756309074	32 6.46864268394641	35 6.386724519971399	5 6.242789186614201	26 6.229420286724116	21 5.807156867895072	38 5.807156867895072	24 5.301184685861966	23 4.590960608109491	34 4.590960608109491	0 4.106280000702638	39 4.106280000702638	22 3.798005624947452	55 1.2670994897259167	
27 3.55584524930666	29 3.55584524930666	33 3.55584524930666	57 3.55584524930666	41 3.5558452493066595	15 3.4610056179815816	6 3.449676600292264	5 3.4190303613132063	26 3.4045014797101265	16 3.373370998469493	21 3.2858539333066967	35 3.2526837343697563	38 3.180444677967751	42 3.180444677967751	32 3.1750440540970484	24 2.9995605332319233	39 2.848913998979662	34 2.6810289553013753	22 2.660061133845197	23 2.5143622886347083	
4 6.869044355298277	6 6.860305293906489	25 6.815299871517719	29 6.815299871517719	33 6.815299871517719	41 6.815299871517719	57 6.815299871517719	16 6.789556701387037	35 6.687240085620698	21 6.679106897228427	15 6.633525783539447	5 6.553074036817712	32 6.155612198725723	23 4.819144754969986	0 4.310374106209782	39 4.310374106209782	7 4.2681485487621105	3 3.8870412334709163	22 3.223306363813246	30 1.304337308155024	
36 2.6136764137865103	42 2.492367850228474	16 2.4854414291534184	35 2.4734924172753208	6 2.4608168689764813	25 2.2865519690229417	27 2.2865519690229417	29 2.2865519690229417	33 2.2865519690229417	41 2.2865519690229417	57 2.2865519690229417	15 2.2255662594254697	4 2.200325410760837	5 2.198574475740836	21 2.129669680201368	32 2.008723427762273	24 1.9441135398018377	31 1.8974916640210902	2 1.8944271909999157	18 1.8944271909999157	
6 4.504532700595135	16 4.470215857807231	29 4.436600375328276	33 4.436600375328276	41 4.436600375328276	57 4.436600375328276	36 4.350444593809991	15 4.318269707250165	5 4.2658975069904015	26 4.20652001341026	4 4.200735489993171	21 4.002119186475083	38 3.968216011294042	32 3.870853948151159	24 3.653418260427712	39 3.40595245079905	34 3.190755837551295	23 3.1371502108094056	31 3.0385153654959405	7 2.5614724209825743	
36 3.6443247285291047	4 3.61588510839879	21 3.5961525021750242	26 3.4944197358560958	34 3.3408991379373547	25 3.3164965809277263	27 3.3164965809277263	33 3.3164965809277263	57 3.3164965809277263	22 3.272036742419837	15 3.2550776347222588	6 3.2174742847446693	32 3.189612248742736	5 3.18889088483092	16 3.146304914367768	35 3.123834510832317	38 2.966364720840011	42 2.966364720840011	23 2.3451172221559946	7 2.2996803732248465	
4 3.4244256848125048	27 3.4182397093076435	29 3.4182397093076435	33 3.4182397093076435	41 3.4182397093076435	57 3.4182397093076435	36 3.3518598038264233	32 3.321511474678451	6 3.3161796176837695	5 3.286719339276105	16 3.242826920953205	21 3.141881966833256	35 3.123959709708344	38 3.057366541360404	42 3.057366541360404	24 2.8681327104221213	34 2.5506910991287794	7 2.452080376941356	23 2.4170604781725675	31 2.358421795783187	
36 5.0387220445663745	25 4.738508405762815	29 4.738508405762815	33 4.738508405762815	57 4.738508405762815	6 4.673724890611146	4 4.563733613430729	5 4.556189308238285	26 4.554621256065886	35 4.461519790670029	21 4.42082494873098	42 4.379672119133233	38 4.238250762895924	32 4.1342985181173075	22 3.9079797634477935	34 3.639306561019156	23 3.350631426424343	0 2.9968958548127667	39 2.9968958548127667	31 2.918353289459521	
36 4.777670145384245	15 4.515225607427264	5 4.494467896934491	27 4.472286660164787	29 4.472286660164787	41 4.472286660164787	57 4.472286660164787	6 4.4154518607436195	4 4.312737344615148	26 4.303065351619498	35 4.219333169274798	21 4.182708980632642	42 4.141556151034895	32 4.058443826164185	38 4.000134794797586	22 3.7889217793986245	34 3.4510593594074703	0 2.828522439061632	39 2.828522439061632	31 2.764650092974368	
6 8.293191525131562	16 8.21877251846363	27 8.203663902451297	29 8.203663902451297	33 8.203663902451297	41 8.203663902451297	5 7.956169224973092	42 7.9543095315820835	4 7.884606385828216	21 7.455998660830815	24 6.806364425442247	34 5.988102623696712	23 5.976277979860015	39 5.7884526180502975	31 5.747416348589133	22 5.633056015949699	7 5.116492093195416	3 4.533446809472771	18 2.196116135138184	47 2.196116135138184	
21 4.479544250576274	4 4.458751608065217	26 4.321464125770275	25 4.116824433481232	27 4.116824433481232	41 4.116824433481232	57 4.116824433481232	24 4.089245722305334	6 4.085839239975987	36 4.036878484683916	15 4.034059564392825	16 4.025428406421259	5 3.958425281025069	32 3.9032975160990944	42 3.851715589783641	38 3.6821997138784384	31 2.9805939291027728	23 2.9110344738690452	7 2.7617498743365685	0 2.6037083873666083	
9 1.0	19 1.0	28 1.0	37 1.0	54 1.0	0 0.0	1 0.0	2 0.0	3 0.0	4 0.0	5 0.0	6 0.0	7 0.0	8 0.0	10 0.0	11 0.0	12 0.0	13 0.0	14 0.0	15 0.0	
25 5.420321606171832	29 5.420321606171832	33 5.420321606171832	41 5.420321606171832	57 5.420321606171832	5 5.40602620072064	6 5.258484354603302	26 5.243417713842945	16 5.142168577837552	21 5.136066469698426	32 4.989395559374475	35 4.979780011525596	38 4.8480830285244245	42 4.8480830285244245	34 4.288087965197541	0 3.428112385225035	39 3.428112385225035	7 3.359165483063776	31 3.2655069019056064	3 2.8943325468713867	
15 3.7151852807112618	4 3.650542078677251	25 3.6296509055752537	27 3.6296509055752537	29 3.6296509055752537	33 3.6296509055752537	41 3.6296509055752537	36 3.5591655375111424	5 3.558146191656405	6 3.5212786041895443	21 3.5135480750918813	16 3.443389191873165	35 3.366039527800815	38 3.2464584637839744	42 3.2464584637839744	34 2.9888565242231797	23 2.7419623725335605	3 2.3860700741796212	7 2.382025877014015	31 2.3104143896100715	
36 2.7945723831526896	5 2.7422146952958077	25 2.649915822768611	27 2.649915822768611	29 2.649915822768611	33 2.649915822768611	41 2.6499158227686106	15 2.579238663878508	6 2.5707959614754143	32 2.5638886461180492	26 2.548478633997614	16 2.5139308823003663	21 2.4755660210841053	35 2.4285437433148935	38 2.3701567657451594	42 2.3701567657451594	24 2.259872253901791	22 2.0795055738724955	34 2.040440114519881	0 1.6759539215335777	
36 3.9238268862467747	15 3.6676971764436126	5 3.657218334970716	25 3.601533972186463	29 3.601533972186463	33 3.601533972186463	41 3.601533972186463	4 3.5009680478813077	6 3.4940011721353237	26 3.4876451500285652	16 3.4167151267748217	22 3.399509339016585	35 3.310282205018058	32 3.302418776340566	38 3.2213099140335073	42 3.2213099140335073	24 3.1232143602203553	34 2.8628968604236085	0 2.2778100845165477	39 2.2778100845165477	
35 3.739849429041071	16 3.704115298074015	42 3.6774996688897166	21 3.6744436953193342	26 3.531550988339359	15 3.490868900811569	25 3.490301810917021	29 3.490301810917021	33 3.490301810917021	41 3.490301810917021	57 3.490301810917021	36 3.422522508114255	32 3.404582362819761	5 3.356008775690848	24 3.3542928303483994	34 3.341789526740327	31 3.201921064499695	38 3.12182084448043	23 2.4680160788871124	3 2.287185925181938	
22 3.7483185649193946	47 3.0	36 2.9235964919689583	15 2.4116357105371073	6 2.4023225139284503	4 2.399246430268872	25 2.3814951124842256	27 2.3814951124842256	29 2.3814951124842256	33 2.3814951124842256	41 2.3814951124842256	57 2.3814951124842256	16 2.37915046297406	32 2.3729688469587016	42 2.299589859744497	5 2.289864581843159	26 2.264628069286908	21 2.1639771590203347	24 1.9754318398689694	31 1.9271342323660834	
16 6.420834180894456	25 6.411887415854111	29 6.411887415854111	33 6.411887415854111	41 6.411887415854111	57 6.411887415854111	15 6.33453151354001	4 6.19913673500876	5 6.165183299920562	26 6.072990826696018	32 5.872329324430808	21 5.768869625551143	38 5.734966450370102	24 5.266233375367904	0 4.655233666934042	31 4.652309211806445	34 4.587494698697021	23 4.53388907195513	3 3.5908438873868063	2 1.0905433261381	
36 3.2870364508353864	15 2.9876048618344067	25 2.9732471627400976	29 2.9732471627400976	33 2.9732471627400976	41 2.9732471627400976	57 2.9732471627400976	6 2.9611699348954295	4 2.939287071377535	32 2.8679474085058687	5 2.8588483492297354	35 2.824681253951098	26 2.8094544924781024	42 2.8007744641554044	21 2.6593531079180948	38 2.6593531079180948	24 2.427646142630352	31 2.232512568943675	23 2.1024032309171856	34 2.1024032309171856	
36 6.2232934727788916	25 6.146538971302834	27 6.146538971302834	29 6.146538971302834	33 6.146538971302834	41 6.146538971302834	5 6.1043015884867176	4 6.067088438586439	26 6.026079454226947	16 5.907815361776322	35 5.771056696053441	42 5.606096815383235	32 5.532223004410458	24 5.489877375037655	0 3.887412575261056	39 3.887412575261056	31 3.6887339380690176	22 3.6432429842368688	7 3.6423645108243865	3 3.266973055839877	
6 5.037081360295193	16 5.004719879389889	25 4.942104623331744	27 4.942104623331744	33 4.942104623331744	35 4.874968837121509	42 4.867566351374267	15 4.810291412242725	26 4.669849923785119	4 4.659460923321686	21 4.420352755874308	38 4.420352755874308	32 4.359098371238969	24 4.035211527537476	23 3.6888528649627164	34 3.494595692491264	31 3.4306757038335016	22 3.2800151727984757	0 3.1256614089153674	39 3.1256614089153674	
27 7.309709859480917	29 7.309709859480917	33 7.309709859480917	57 7.309709859480917	6 7.168156697298537	4 7.115449112278822	26 6.930466948769568	35 6.788444015619212	42 6.679424612877217	21 6.5380032566399064	38 6.5380032566399064	24 5.968353107839858	23 5.538414186477981	34 5.168745410145123	31 4.951004936449587	0 4.6230664381898094	39 4.6230664381898094	3 4.376878849195024	22 4.338840423181275	2 1.1961161351381842	
6 4.956474725263666	4 4.952910378659457	16 4.925896234043964	35 4.8751925510140595	25 4.859017205741592	27 4.859017205741592	29 4.859017205741592	41 4.859017205741592	57 4.859017205741592	15 4.823078639643537	21 4.793250705851671	42 4.793250705851671	26 4.780321930281835	32 4.748815844196669	24 4.375619225620867	38 4.346037110351713	34 4.142950797268536	31 3.716038494254891	39 3.673112312018084	22 3.242857350037178	
25 2.904332989222887	27 2.904332989222887	29 2.904332989222887	33 2.904332989222887	57 2.904332989222887	36 2.8479328050036083	15 2.826870149692154	6 2.8176168674192565	26 2.788880259606092	16 2.7552921988528754	21 2.703123652617961	32 2.677522926638904	35 2.6599915306851427	38 2.5977143972790153	42 2.5977143972790153	24 2.467603000441027	23 2.247930723974752	34 2.220340218169966	0 1.836861465901917	39 1.836861465901917	
25 2.9254918582139884	29 2.9254918582139884	33 2.9254918582139884	41 2.9254918582139884	57 2.9254918582139884	15 2.847464680475691	6 2.8381439854825317	5 2.8129304803010013	4 2.8027237153175975	16 2.7753652644703726	21 2.701154890508313	35 2.6756982914381733	38 2.6166394650354614	42 2.6166394650354614	32 2.563478604782161	24 2.4658057747446676	22 2.3781585273790524	34 2.2022657522053573	23 2.068635131249145	0 1.850243509646915	
26 4.72983204490092	21 4.71926118953056	25 4.658443281485668	27 4.658443281485668	29 4.658443281485668	33 4.658443281485668	41 4.658443281485668	57 4.658443281485668	15 4.561232639799741	16 4.496083834945818	5 4.479204773874969	32 4.442454070529417	35 4.423479323405387	24 4.308076347107585	42 4.275103567600984	34 4.167790281964642	38 4.166638338691656	31 3.3505644339208596	23 3.294016834111428	7 3.2105364255180584	
36 4.295971628226905	27 4.18104863243399	29 4.18104863243399	33 4.18104863243399	41 4.18104863243399	57 4.18104863243399	6 4.056212973498732	5 4.0201783863361955	26 3.9952631477783958	16 3.966491005927068	21 3.8450528390809193	35 3.821442288275046	38 3.739643583741973	42 3.739643583741973	32 3.7379936948450023	24 3.5100369579398363	34 3.123114507131482	23 2.9564478404648153	22 2.7642489828709023	7 2.643670898076805	
22 2.894274221838709	36 2.816025608355816	15 2.5680889417413177	6 2.50645754829006	16 2.4863709506619616	25 2.47179390555666	27 2.47179390555666	29 2.47179390555666	33 2.47179390555666	41 2.47179390555666	57 2.47179390555666	35 2.432477131001046	5 2.3766890338253672	4 2.374973183404997	21 2.295355105150606	38 2.210839679677754	32 2.1695584687915277	39 2.1632997296164342	24 2.0953629476260494	46 2.0	
4 4.9804222835636685	36 4.762958739923708	5 4.7607992654884175	34 4.753767588290531	25 4.678398473261675	27 4.678398473261675	29 4.678398473261675	33 4.678398473261675	41 4.678398473261675	57 4.678398473261675	15 4.57373978460563	6 4.538713191526185	16 4.4383184932083735	35 4.429816682465197	38 4.184486804817734	42 4.184486804817734	7 2.9875205675297356	0 2.958878995472249	39 2.958878995472249	31 2.9159090801257923	
4 2.2268530386639824	32 2.212758792441376	15 2.174502390425991	16 2.0526159700868707	6 2.0523701100065486	35 2.043026093381701	42 2.021291192076027	25 1.9711971193069777	27 1.9711971193069777	29 1.9711971193069777	33 1.9711971193069777	41 1.9711971193069777	57 1.9711971193069777	21 1.9456664881639212	26 1.9397578759714675	36 1.9329178031700316	3 1.9220655852396564	5 1.8953532357342637	38 1.7630923023288658	34 1.6825219847121646	
25 4.426289196920357	27 4.426289196920357	29 4.426289196920357	33 4.426289196920357	41 4.426289196920357	57 4.426289196920357	15 4.308233543160973	4 4.27855473085247	35 4.272375308571212	26 4.266965584723948	5 4.255983062022791	42 4.208879998101386	38 3.9589934129547486	32 3.84309524028568	24 3.796624181317858	34 3.4460868726519807	39 3.3994310889731763	23 3.1298591066351427	22 3.049335501338696	31 2.8781214535909574	
36 5.180683814717481	16 4.900600130626746	6 4.8944513480601985	35 4.84293199049998	22 4.777708763999663	27 4.683281572999747	29 4.683281572999747	33 4.683281572999747	57 4.683281572999747	15 4.558371553965193	4 4.520849466637776	26 4.509800554704537	5 4.503087385984241	32 4.066227108394881	24 4.006457577711172	34 3.6278079244909605	31 3.5394430357990054	23 3.311580158474123	46 3.0	0 2.9619673389150654	
4 6.561109483688607	25 6.5140193884775	27 6.5140193884775	29 6.5140193884775	33 6.5140193884775	21 6.456103845089933	26 6.444744036377051	36 6.387521533417021	6 6.319527055532728	16 6.1797413970258255	35 6.051483550400785	42 5.826316063754919	34 5.601889198154447	23 4.9757760587059465	7 4.140975378217869	0 4.119827598017217	39 4.119827598017217	31 3.9757053096557557	3 3.594133434233565	22 2.9131580318774595	
6 4.608381818117079	16 4.585503016418361	4 4.583951371092348	35 4.582683614343091	26 4.525797595646763	25 4.500211249818167	27 4.500211249818167	41 4.500211249818167	57 4.500211249818167	42 4.472324902581041	36 4.4128201880985785	5 4.327060886142807	24 4.265229575227941	34 4.205464438721799	38 4.025111307081083	32 3.9273986466806035	0 3.446183500267682	23 3.182129891518414	31 3.1755484456823266	7 2.6918567576508705	
22 2.6699288931371017	36 2.3241159342762767	42 2.3178278466838265	35 2.2632553231267574	16 2.261965549568933	2 2.0	18 2.0	27 1.9701425001453319	29 1.9701425001453319	33 1.9701425001453319	41 1.9701425001453319	57 1.9701425001453319	15 1.9175958972221356	5 1.8943391941547005	26 1.8616096795512793	4 1.8574681623421108	31 1.8548405803932564	21 1.7621490222745404	38 1.7621490222745404	32 1.710562714759121	
25 7.105838579846397	27 7.105838579846397	29 7.105838579846397	33 7.105838579846397	41 7.105838579846397	15 7.1055737211434495	6 7.078837733275403	5 6.832433962592368	35 6.785883740343232	32 6.59082861594569	21 6.545579921482641	24 5.975269624914896	34 5.324883933449252	31 5.064313835422268	23 5.024586645826375	7 4.623540759840051	0 4.494126919562172	39 4.494126919562172	22 3.3532392241968276	3 1.0	
35 6.455470727198093	36 6.380878401340033	42 6.338471337449636	25 6.3072446964591125	27 6.3072446964591125	29 6.3072446964591125	33 6.3072446964591125	57 6.3072446964591125	21 6.278509433114796	15 6.1591422793890125	5 6.132716743645609	24 5.731468740043246	38 5.64137115680304	34 5.467299564278552	31 4.892359112472775	23 4.635307099330531	39 4.589051800165628	7 4.064018136449235	3 3.715335143218561	22 3.715112769401436	
5 2.443802363630658	25 2.3395623132202235	29 2.3395623132202235	33 2.3395623132202235	41 2.3395623132202235	57 2.3395623132202235	36 2.294129593918499	15 2.277162739647353	6 2.269708831793263	16 2.21950369130045	26 2.210678591971326	32 2.206720537887701	4 2.205760502248674	35 2.128341134979822	21 2.0925681479828295	38 2.0925681479828295	42 2.0925681479828295	39 2.0796691275336334	24 1.9102446296116744	34 1.6543203766865053	
36 6.047313971445112	27 5.96707438904418	33 5.96707438904418	41 5.96707438904418	57 5.96707438904418	5 5.931742094891666	4 5.879171570912235	26 5.809998110388204	16 5.737560309995925	32 5.686490948083173	35 5.551235018717632	21 5.5196877701153815	42 5.445578813189654	38 5.337113584280326	34 4.508033898932528	31 3.970020192651731	7 3.9236507654071	0 3.773909207407459	39 3.773909207407459	22 3.5629839831400787	
36 2.673928503082176	25 2.5268827230335917	27 2.5268827230335917	29 2.5268827230335917	33 2.5268827230335917	41 2.5268827230335917	15 2.4594870381676817	6 2.4514363224978526	5 2.429658251076652	16 2.3972114354743708	26 2.3876797419187814	4 2.382367878293575	35 2.2987498184221176	21 2.2601126159491534	42 2.2601126159491534	39 2.198140956982914	32 2.1939485952266953	24 2.06319110376227	22 2.0244834989744924	23 1.7867759087201813	
35 4.654377862911484	16 4.645327764229232	6 4.633404724530718	36 4.524596209323822	21 4.479910307867016	4 4.4419942946610504	5 4.438617021071471	25 4.414200872494022	27 4.414200872494022	29 4.414200872494022	33 4.414200872494022	41 4.414200872494022	57 4.414200872494022	24 4.089579885364463	32 4.051572691825708	34 3.9620487726028575	31 3.3840892209282916	22 2.868517834447019	0 2.791785761316723	39 2.791785761316723	
5 6.520853192531752	6 6.514941358898103	25 6.508882187538131	27 6.508882187538131	29 6.508882187538131	33 6.508882187538131	41 6.508882187538131	57 6.508882187538131	4 6.505099032712994	16 6.436155001904573	26 6.398864928590703	36 6.382484093448737	21 6.354426338582052	38 5.821721211549118	0 4.7165785468639445	31 4.4497822898238955	7 4.138009413872643	3 3.59156483376388	22 2.910860605774559	30 1.191164876008301	
6 8.399048314383	16 8.327676676444373	25 8.29573743984178	29 8.29573743984178	41 8.29573743984178	4 8.210738913490237	15 8.195173385592806	35 8.12629290855014	26 8.010377867415137	5 7.976550211748443	32 7.799249927096539	21 7.602507321425572	31 6.343328915748979	34 6.154647333250065	23 5.8659721986552515	39 5.846685036126816	22 4.77980536265658	18 1.1961161351381842	46 1.1961161351381842	47 1.1961161351381842	
